Suburb,Year,Average
Rooty Hill,2017,93.7
Ropes Crossing,2017,91.7
Rose Bay,2017,94.425
Rosebank,2017,96
Rosebery,2017,93.5
Rosehill,2017,95.4
Roselands,2017,91.7
Rosemeadow,2017,94.3
Roseville,2017,93.75
Rossmore,2017,94
Rouse Hill,2017,92.5
Rozelle,2017,93.3
Ruse,2017,94.2
Rutherford,2017,94
Rydalmere,2017,96.1
Ryde,2017,92.725
Salamander Bay,2017,93.1
Salt Ash,2017,90.3
San Remo,2017,93.6
Sandy Beach,2017,93.3
Sans Souci,2017,93.7
Sawtell,2017,90.8
Schofields,2017,91.7
Seaforth,2017,93.3
Seaham,2017,94
Seven Hills,2017,92.8
Shell Cove,2017,95.8
Shellharbour,2017,95.2
Shellharbour City,2017,94.1
Shelly Beach,2017,96.5
Shoal Bay,2017,94.3
Shoalhaven Heads,2017,93
Singleton,2017,90.56666667
Smithfield,2017,94.8
Smithtown,2017,91.6
South Coogee,2017,94.1
South Grafton,2017,94.25
South Gundagai,2017,91.9
South Hurstville,2017,89.3
South Lismore,2017,96.7
South Penrith,2017,93.8
South Tamworth,2017,93.4
South West Rocks,2017,94
South Windsor,2017,91.6
Speers Point,2017,90.5
Spring Farm,2017,89.1
Springfield,2017,94.3
Springwood,2017,94.95
St Andrews,2017,94.8
St Clair,2017,93.08
St Helens Park,2017,92.1
St Ives,2017,94.66
St Johns Park,2017,94.6
St Marys,2017,91.8
St Peters,2017,92.9
Stanmore,2017,93.2
Stockton,2017,94
Strathfield,2017,91.8
Stroud,2017,95.2
Stuarts Point,2017,93.5
Summer Hill,2017,93.7
Surfside,2017,95
Surry Hills,2017,91.7
Sutherland,2017,88.9
Swansea,2017,90.1
Sydney,2017,93.3
Sylvania,2017,88.05
Tacoma,2017,95.1
Tahmoor,2017,95.5
Tamworth,2017,89.275
Taree,2017,91.75
Tarro,2017,95.95
Telegraph Point,2017,95.8
Temora,2017,93.3
Tempe,2017,93
Tenambit,2017,96.4
Tenterfield,2017,93.75
Terranora,2017,94.35
Terrey Hills,2017,95.7
Terrigal,2017,94.7
The Entrance,2017,93
The Ponds,2017,93.35
Thirlmere,2017,93.5
Thirroul,2017,96
Thornleigh,2017,94.9
Thornton,2017,95
Thurgoona,2017,93.6
Tighes Hill,2017,94.9
Timbumburi,2017,91
Tinonee,2017,88.4
Tintenbar,2017,95.5
Toongabbie,2017,93.53333333
Toormina,2017,96
Toronto,2017,95.6
Townsend,2017,94.1
Tregear,2017,83.8
Tuggerah,2017,87
Tumbarumba,2017,94.6
Tumbi Umbi,2017,93.7
Tuncurry,2017,94.5
Turramurra,2017,91.35
Tweed Heads South,2017,91
Uki,2017,94.9
Ultimo,2017,94.1
Unanderra,2017,85.1
Upper Main Arm,2017,93.8
Uralla,2017,91.9
Urunga,2017,94.7
Vacy,2017,94
Valentine,2017,92
Vaucluse,2017,96.9
Villawood,2017,93
Wadeville,2017,94.2
Wagga Wagga,2017,92.16666667
Wahroonga,2017,91.24
Waitara,2017,94.1
Wallacia,2017,87.8
Wallsend,2017,95.225
Wangi Wangi,2017,94
Warialda,2017,92.73333333
Warners Bay,2017,94.65
Warnervale,2017,94.1
Warwick Farm,2017,93.8
Wattle Grove,2017,94.8
Wauchope,2017,92.96666667
Waverley,2017,92.26666667
Wee Waa,2017,92.2
Wentworth Falls,2017,96.8
Wentworthville,2017,92.825
Werrington,2017,93.9
Werris Creek,2017,95.2
West Gosford,2017,92.3
West Kempsey,2017,96.2
West Pymble,2017,95.2
West Tamworth,2017,93.6
West Wallsend,2017,95.2
Westdale,2017,91.3
Westmead,2017,93.53333333
Weston,2017,94
Wetherill Park,2017,94.5
Whalan,2017,90.5
Wilberforce,2017,95.9
Wiley Park,2017,93.2
Willmot,2017,98.2
Willoughby,2017,96.1
Wilton,2017,93.75
Windale,2017,94.9
Wingham,2017,93.3
Winmalee,2017,94.2
Winston Hills,2017,93
Wollongbar,2017,91.8
Wollongong,2017,91.8
Wollongong West,2017,95.3
Woodberry,2017,94.9
Woodburn,2017,94.7
Woodenbong,2017,93.6
Woolgoolga,2017,96.4
Wooli,2017,92.5
Woollahra,2017,93.66666667
Woronora,2017,94.7
Woy Woy,2017,93.5
Wyee,2017,93.7
Wyoming,2017,93.86666667
Wyong,2017,94
Wyong Creek,2017,94.9
Yagoona,2017,94.6
Yamba,2017,92.1
Yass,2017,96.2
Yennora,2017,92.2
Young,2017,91.5
Yowie Bay,2017,96.4
Abbotsford,2018,94.9
Aberdeen,2018,91
Abermain,2018,92.6
Adamstown,2018,95.5
Albion Park,2018,92.2
Albury,2018,92.86666667
Allambie Heights,2018,91.2
Alstonville,2018,95.15
Ambarvale,2018,93.45
Annandale,2018,89.8
Annangrove,2018,81.4
Appin,2018,92.4
Arcadia,2018,93.5
Ariah Park,2018,87.7
Armidale,2018,92.07142857
Arncliffe,2018,92.36666667
Ashbury,2018,92.7
Ashcroft,2018,92.1
Ashfield,2018,95
Ashmont,2018,93.2
Ashtonfield,2018,91.1
Auburn,2018,91.6
Austinmer,2018,95
Austral,2018,92.8
Avalon Beach,2018,94.1
Avoca Beach,2018,95.2
Awaba,2018,92.8
Balgowlah,2018,90.76666667
Balgownie,2018,93.9
Ballina,2018,91.65
Balmain,2018,93.03333333
Balmain East,2018,91.7
Balranald,2018,94.6
Bangalow,2018,93.8
Bangor,2018,91.9
Bankstown,2018,93
Banora Point,2018,86.75
Baradine,2018,96.6
Barden Ridge,2018,92.25
Bardia,2018,94.5
Bargo,2018,93.6
Barham,2018,82.7
Barnsley,2018,86.5
Barooga,2018,91.5
Barraba,2018,93
Barrack Heights,2018,90.8
Bass Hill,2018,93.1
Bateau Bay,2018,93.3
Bathurst,2018,95.05
Batlow,2018,95.9
Baulkham Hills,2018,91.43333333
Beacon Hill,2018,96
Beaumont Hills,2018,95.6
Beecroft,2018,91.35
Beelbangera,2018,94.6
Bega,2018,90.6
Bellambi,2018,90.8
Bellbird,2018,91.4
Bellevue Hill,2018,92.45
Bellingen,2018,92.6
Belmont,2018,92.35
Belmont North,2018,92
Belmore,2018,93.35
Belrose,2018,93.4
Bemboka,2018,89.2
Berala,2018,94.1
Beresfield,2018,92.3
Berkeley,2018,94.15
Berkeley Vale,2018,93.5
Bermagui,2018,89.1
Berowra,2018,96.2
Berowra Heights,2018,94.2
Berrima,2018,95.4
Berry,2018,96.5
Beverly Hills,2018,91.8
Bexhill,2018,91.9
Bexley,2018,90.15
Bidwill,2018,93
Bilpin,2018,89.7
Bingara,2018,68.2
Birrong,2018,91.1
Black Hill,2018,96
Blackalls Park,2018,92.4
Blackheath,2018,92.8
Blacksmiths,2018,93.5
Blacktown,2018,89.97142857
Blairmount,2018,89.7
Blakebrook,2018,93.6
Blakehurst,2018,90.2
Blaxland,2018,92.8
Blaxland East,2018,90.7
Blayney,2018,91.9
Bligh Park,2018,95.35
Boambee,2018,91.4
Bodalla,2018,93.5
Bogangar,2018,93.3
Bolwarra,2018,94.4
Bomaderry,2018,90.25
Bombala,2018,96
Bonalbo,2018,91.7
Bondi Beach,2018,91
Bonnet Bay,2018,93.6
Bonnyrigg,2018,92.6
Bonnyrigg Heights,2018,92.7
Boolaroo,2018,94.8
Boomerang Beach,2018,89.8
Booragul,2018,91.6
Booral,2018,93.2
Boorowa,2018,93
Boree Creek,2018,93.7
Bossley Park,2018,92.06666667
Botany,2018,92.825
Bourke,2018,93.8
Bowral,2018,91.8
Bowraville,2018,90.6
Bradbury,2018,90.8
Braidwood,2018,88.7
Branxton,2018,92.1
Brewarrina,2018,91.6
Brighton-Le-Sands,2018,93.3
Broadmeadow,2018,93.8
Broke,2018,93
Broken Hill,2018,92.04
Brooklyn,2018,90.7
Brookvale,2018,90.3
Broulee,2018,89.65
Brunswick Heads,2018,92.3
Budgewoi,2018,94.9
Bulli,2018,95.4
Bundanoon,2018,95.8
Bundarra,2018,92.4
Bundeena,2018,90.9
Bungendore,2018,91.4
Burren Junction,2018,94.2
Burringbar,2018,93
Burwood,2018,90.55
Busby,2018,93.9
Buxton,2018,89.3
Byron Bay,2018,92.16666667
Cabramatta,2018,89
Callala Bay,2018,86.9
Cambewarra,2018,94.2
Cambridge Park,2018,85.55
Camden,2018,89.225
Cammeray,2018,93.2
Campbelltown,2018,93.82857143
Campsie,2018,95.35
Candelo,2018,89.3
Canley Heights,2018,94.6
Canley Vale,2018,94.4
Canowindra,2018,89.4
Canterbury,2018,94.35
Captains Flat,2018,89.3
Cardiff,2018,93.6
Cardiff South,2018,95.4
Caringbah,2018,90.8
Carlingford,2018,90.65
Carlton,2018,94
Carnes Hill,2018,93.3
Carramar,2018,88.5
Carrington,2018,90.8
Cartwright,2018,93.3
Casino,2018,93.25
Castle Hill,2018,92.9
Castlereagh,2018,92.85
Casula,2018,97.3
Cattai,2018,86.2
Caves Beach,2018,90.6
Cecil Hills,2018,93.3
Central Mangrove,2018,95.5
Central Tilba,2018,94.3
Cessnock,2018,93.45
Charlestown,2018,92.175
Chatswood,2018,92.9
Chatsworth,2018,93.8
Cherrybrook,2018,86.06666667
Chester Hill,2018,92.8
Chippendale,2018,91.1
Chipping Norton,2018,92.7
Chisholm,2018,93.2
Chittaway Bay,2018,94.9
Claremont Meadows,2018,90.8
Clarence Town,2018,95.9
Clarenza,2018,94.2
Claymore,2018,90.9
Clergate,2018,91.7
Clovelly,2018,92.6
Clunes,2018,94.3
Coal Point,2018,90.3
Cobar,2018,92.4
Cobargo,2018,89.9
Cobbitty,2018,92.7
Coffee Camp,2018,92.5
Coffs Harbour,2018,93.06666667
Coleambally,2018,92.45
Coledale,2018,93.5
Collarenebri,2018,94.8
Collaroy,2018,92.1
Collaroy Plateau,2018,95.15
Colo Vale,2018,92.7
Como,2018,93.15
Concord,2018,96
Condobolin,2018,92.8
Condong,2018,94.3
Coniston,2018,93.8
Coogee,2018,93.45
Coolah,2018,95.2
Coolamon,2018,95.2
Cooma,2018,93.4
Cooma North,2018,92
Coonabarabran,2018,93.9
Coonamble,2018,92.6
Coorabell,2018,95.3
Cooranbong,2018,93.5
Cootamundra,2018,92.9
Copacabana,2018,94.2
Copmanhurst,2018,92.7
Coraki,2018,91.3
Cordeaux Heights,2018,91
Corindi Beach,2018,89.7
Corowa,2018,90.3
Corrimal,2018,93.26666667
Coutts Crossing,2018,93.1
Cowan,2018,92.3
Cowra,2018,93.8
Cranebrook,2018,91.025
Crescent Head,2018,96.5
Cringila,2018,94.2
Cromer,2018,87.9
Cronulla,2018,93.3
Croydon,2018,91.55
Croydon Park,2018,90.3
Crystal Creek,2018,92.2
Cudal,2018,93.4
Culcairn,2018,94.4
Cumnock,2018,87.9
Cundletown,2018,95.6
Curlewis,2018,93.2
Currans Hill,2018,96.3
Daceyville,2018,91.7
Dapto,2018,92.1
Dareton,2018,91
Davidson,2018,92.6
Dean Park,2018,95.1
Dee Why,2018,82.8
Delegate,2018,93.5
Delungra,2018,92.1
Deniliquin,2018,92.43333333
Denman,2018,89.5
Dharruk,2018,95.2
Diamond Beach,2018,95
Doonside,2018,92.1
Dorrigo,2018,95.9
Double Bay,2018,94
Douglas Park,2018,93.2
Dover Heights,2018,92.4
Drummoyne,2018,91.9
Dubbo,2018,92.06666667
Dudley,2018,92.8
Dulwich Hill,2018,92.7
Dundas Valley,2018,93.8
Dunedoo,2018,92.9
Dungay,2018,94
Dungog,2018,91.8
Dunmore,2018,94.6
Dunoon,2018,93.4
Dural,2018,91.96666667
Duri,2018,91.7
Eagle Vale,2018,91.7
Earlwood,2018,92.375
East Lindfield,2018,93.6
East Lismore,2018,89.5
East Maitland,2018,91.4
Eastern Creek,2018,93.4
Eastlakes,2018,95.7
Eastwood,2018,94.175
Eden,2018,95.5
Edensor Park,2018,91.4
Edgeworth,2018,91.5
Edmondson Park,2018,93.4
Eglinton,2018,90.8
Elanora Heights,2018,89.4
Elderslie,2018,90.7
Eleebana,2018,94.3
Ellalong,2018,88.7
Emerton,2018,92.63333333
Emmaville,2018,94.5
Emu Plains,2018,93.5
Enfield,2018,94.3
Engadine,2018,92.525
Epping,2018,92.36666667
Erina,2018,90.9
Erina Heights,2018,93.15
Ermington,2018,94.1
Erskine Park,2018,90.95
Erskineville,2018,93.7
Eschol Park,2018,93.2
Ettalong Beach,2018,93.1
Eungella,2018,95.4
Evans Head,2018,93.3
Exeter,2018,94.2
Fairfield,2018,93.63333333
Fairfield East,2018,88.9
Fairfield West,2018,89.2
Fairy Meadow,2018,91.96666667
Fassifern,2018,95.9
Faulconbridge,2018,92
Fennell Bay,2018,93.7
Fern Bay,2018,88.1
Five Dock,2018,95.65
Fletcher,2018,91.9
Forest Lodge,2018,92.9
Forestville,2018,91.6
Forster,2018,95.2
Frenchs Forest,2018,94.6
Freshwater,2018,95.3
Galston,2018,92.9
Ganmain,2018,92.3
Garden Suburb,2018,84.3
Georges Hall,2018,91.9
Gerringong,2018,94.5
Gilgandra,2018,95
Gillieston Heights,2018,94.7
Glebe,2018,91.9
Glenbrook,2018,93.1
Glendale,2018,90.5
Glenfield,2018,94.6
Glenhaven,2018,89.4
Glenmore Park,2018,92.53333333
Glenorie,2018,92.3
Glenreagh,2018,93.7
Glenwood,2018,91.5
Glossodia,2018,95.7
Gloucester,2018,91
Gol Gol,2018,90.6
Goolgowi,2018,94.2
Goonellabah,2018,91.73333333
Gordon,2018,94.5
Goulburn,2018,92.86666667
Goulburn North,2018,89.6
Grafton,2018,91.96666667
Granville,2018,91.66666667
Granville East,2018,88.5
Grays Point,2018,91.7
Green Point,2018,93.7
Green Valley,2018,92.3
Greenacre,2018,91.68
Greenwell Point,2018,90.3
Greenwich,2018,90.6
Grenfell,2018,95.5
Gresford,2018,92.8
Greta,2018,90
Greystanes,2018,94.06666667
Griffith,2018,92.46666667
Grose Vale,2018,92.3
Guildford,2018,91.85
Guildford West,2018,87.1
Gulargambone,2018,94.1
Gulgong,2018,95.2
Gulmarrad,2018,92.4
Gundagai,2018,94.1
Gundaroo,2018,90.1
Gunnedah,2018,92.9
Gunning,2018,92
Guyra,2018,84.1
Gwandalan,2018,91.8
Gwynneville,2018,95.2
Gymea,2018,92.9
Gymea Bay,2018,94
Haberfield,2018,90.3
Hamilton,2018,92.8
Hammondville,2018,89.9
Hanwood,2018,96.1
Harrington,2018,91.4
Harrington Park,2018,93.2
Harwood,2018,91
Hazelbrook,2018,90.7
Hebersham,2018,94.2
Helensburgh,2018,93.85
Henty,2018,92.3
Hillston,2018,94.7
Hinchinbrook,2018,91.6
Hinton,2018,90.7
Hobartville,2018,90.3
Holbrook,2018,88
Holsworthy,2018,92.5
Homebush,2018,88.7
Homebush West,2018,94.8
Hornsby,2018,92.75
Horsley,2018,93.2
Howlong,2018,91.9
Hoxton Park,2018,92.1
Hunters Hill,2018,94.5
Hurstville,2018,91.63333333
Illawong,2018,94.7
Iluka,2018,91.6
Ingleburn,2018,93.1
Inverell,2018,93.7
Islington,2018,92.6
Jannali,2018,92.9
Jerilderie,2018,95.4
Jerrabomberra,2018,91.8
Jewells,2018,94.2
Jindabyne,2018,94.2
Jindera,2018,91.05
Junee,2018,93.36666667
Kahibah,2018,93.1
Kanahooka,2018,93.4
Kandos,2018,95.3
Karangi,2018,93.9
Kareela,2018,90.2
Karuah,2018,94
Katoomba,2018,92.16666667
Kearsley,2018,94.3
Keiraville,2018,92.6
Kellyville,2018,91.6
Kelso,2018,92.4
Kempsey,2018,93.1
Kendall,2018,94.4
Kensington,2018,93
Kenthurst,2018,92.2
Kiama,2018,92.65
Killara,2018,92.7
Killarney Heights,2018,92
Killarney Vale,2018,90.1
Kincumber,2018,91.7
Kings Langley,2018,91.7
Kingscliff,2018,91.1
Kingsgrove,2018,90.8
Kingswood,2018,92.8
Kirrawee,2018,91.6
Kirribilli,2018,90.2
Kitchener,2018,92.8
Kogarah,2018,93.1
Kootingal,2018,90.5
Korora,2018,93.5
Kotara,2018,95.3
Kulnura,2018,92.9
Kurnell,2018,89.4
Kurrajong,2018,93.8
Kurrajong Hills,2018,95.7
Kurri Kurri,2018,95.25
Kyogle,2018,93.3
Laguna,2018,93.4
Lake Albert,2018,92.1
Lake Cargelligo,2018,94.9
Lake Cathie,2018,90.6
Lake Heights,2018,92.8
Lake Illawarra,2018,94.3
Lake Munmorah,2018,92.25
Lakemba,2018,93.75
Lalor Park,2018,95.4
Lambton,2018,92.2
Lane Cove,2018,92.7
Largs,2018,81
Laurieton,2018,94.9
Lavington,2018,94.2
Lawson,2018,92.4
Leeton,2018,93.1
Leeville,2018,91.6
Leichhardt,2018,92.75
Lethbridge Park,2018,93.2
Leumeah,2018,93.5
Leura,2018,84.9
Lewisham,2018,95.4
Lidcombe,2018,93.8
Lightning Ridge,2018,75.1
Lilli Pilli,2018,93.8
Lindfield,2018,94.13333333
Lisarow,2018,92.45
Lismore,2018,93.975
Lithgow,2018,95.1
Liverpool,2018,94.15
Lochinvar,2018,89.8
Londonderry,2018,91.7
Long Flat,2018,95.6
Luddenham,2018,92
Lugarno,2018,86.1
Lurnea,2018,92.8
Macksville,2018,93.9
Maclean,2018,94
Macquarie Fields,2018,91.65
Maitland,2018,91.4
Malabar,2018,90.15
Manilla,2018,94.4
Manly,2018,92.7
Manly Vale,2018,94.1
Maraylya,2018,93.8
Marks Point,2018,92.7
Maroubra,2018,91.85
Marrickville,2018,88.45
Marsden Park,2018,95.7
Marulan,2018,92.9
Maryland,2018,88.05
Mascot,2018,97.2
Mathoura,2018,90.4
Matraville,2018,92.55
Mayfield,2018,93.33333333
Meadow Flat,2018,95.1
Meadowbank,2018,90.4
Medowie,2018,87.1
Menai,2018,93.3
Mendooran,2018,82.9
Menindee,2018,93.7
Merewether,2018,92.2
Merewether Beach,2018,95.2
Merewether Heights,2018,95.2
Merimbula,2018,91.8
Merriwa,2018,93.2
Merrylands,2018,92.6
Metford,2018,93.2
Middleton Grange,2018,95.4
Millers Forest,2018,91.6
Millfield,2018,95.6
Milperra,2018,94.3
Milton,2018,94
Minchinbury,2018,94
Minmi,2018,91
Minto,2018,93.13333333
Miranda,2018,93.53333333
Mittagong,2018,84.8
Moama,2018,91.95
Molong,2018,92.1
Mona Vale,2018,91.3
Moorebank,2018,93.5
Moree,2018,89.25
Morisset,2018,91.4
Mortdale,2018,94.5
Moruya,2018,94.8
Mosman,2018,91.8
Moss Vale,2018,91.3
Moulamein,2018,92
Mount Annan,2018,92.4
Mount Austin,2018,91.2
Mount Colah,2018,91.8
Mount Druitt,2018,90.42
Mount Keira,2018,93.5
Mount Kuring-Gai,2018,93.4
Mount Pleasant,2018,93.9
Mount Pritchard,2018,97
Mount Victoria,2018,91.2
Mudgee,2018,94.9
Mulbring,2018,97
Mungindi,2018,92.4
Murwillumbah,2018,86.8
Muswellbrook,2018,91.5
Narellan Vale,2018,94.5
Narrabeen,2018,92.2
Narrabri,2018,94.6
Narrandera,2018,95
Narromine,2018,93.1
Narwee,2018,94.5
Neutral Bay,2018,93.7
New Lambton,2018,92.15
Newcastle,2018,88.5
Newington,2018,93.9
Newtown,2018,92.2
Niagara Park,2018,94.8
Nords Wharf,2018,92
Normanhurst,2018,93.3
North Albury,2018,92.2
North Balgowlah,2018,94.2
North Casino,2018,94.1
North Curl Curl,2018,90.4
North Epping,2018,94
North Haven,2018,95.4
North Kellyville,2018,82.8
North Narrabeen,2018,91.4
North Nowra,2018,92.35
North Parramatta,2018,91.18
North Richmond,2018,92.7
North Rocks,2018,91.2
North Ryde,2018,93
North St Marys,2018,92.3
North Strathfield,2018,90.3
North Sydney,2018,94.2
North Turramurra,2018,92.9
Northbridge,2018,94.4
Northmead,2018,92.7
Nowra,2018,94.23333333
Nowra East,2018,88.7
Nundle,2018,94.9
Nyngan,2018,92.3
Oak Flats,2018,91
Oakdale,2018,94
Oakhurst,2018,95.2
Oakville,2018,93.75
Oatley,2018,90.3
Oberon,2018,92
Ocean Shores,2018,91.4
O'Connell,2018,94
Old Bar,2018,93
Oran Park,2018,90.7
Orange,2018,91.91111111
Orchard Hills,2018,87.65
Otford,2018,94.6
Oyster Bay,2018,92.7
Paddington,2018,93.6
Padstow,2018,91.16666667
Pagewood,2018,94.8
Pambula,2018,92.3
Pambula Beach,2018,91.7
Panania,2018,92.43333333
Parkes,2018,94.66666667
Parramatta,2018,93
Paterson,2018,91.4
Paxton,2018,90.4
Peak Hill,2018,86.5
Peakhurst,2018,93.35
Pelaw Main,2018,93.5
Pelican,2018,93
Pennant Hills,2018,93.7
Penrith,2018,92.1
Penshurst,2018,95.3
Perthville,2018,90.7
Petersham,2018,92.2
Picton,2018,93.86666667
Pitt Town,2018,95.1
Plumpton,2018,92.45
Point Clare,2018,91.6
Port Kembla,2018,88.35
Port Macquarie,2018,92.78
Potts Point,2018,92
Pottsville,2018,93.2
Prestons,2018,93.23333333
Pretty Beach,2018,93.3
Prospect,2018,89.1
Punchbowl,2018,92.7
Pymble,2018,89.35
Quakers Hill,2018,93.825
Queanbeyan,2018,93.5
Quirindi,2018,87.8
Raglan,2018,89.3
Ramsgate,2018,89.8
Randwick,2018,91.2
Rathmines,2018,90.8
Raymond Terrace,2018,92.7
Redhead,2018,92.2
Regents Park,2018,91.9
Regentville,2018,94.2
Revesby,2018,90.45
Richmond,2018,93.2
Riverstone,2018,92.2
Riverwood,2018,97.4
Robertson,2018,92.1
Rockdale,2018,92.1
Rooty Hill,2018,92.2
Ropes Crossing,2018,92
Rose Bay,2018,92.825
Rosebank,2018,95.8
Rosebery,2018,92.8
Rosehill,2018,95.8
Roselands,2018,89.9
Rosemeadow,2018,93.05
Roseville,2018,86.9
Rossmore,2018,93.7
Rouse Hill,2018,92.3
Rozelle,2018,93.1
Ruse,2018,94.1
Rutherford,2018,92.5
Rydalmere,2018,95.3
Ryde,2018,94
Salamander Bay,2018,92.9
Salt Ash,2018,88.9
San Remo,2018,90.9
Sandy Beach,2018,93
Sans Souci,2018,93.4
Sawtell,2018,92.05
Schofields,2018,91.3
Seaforth,2018,91.8
Seaham,2018,92.1
Seven Hills,2018,92.18333333
Shell Cove,2018,94.5
Shellharbour,2018,92.5
Shellharbour City,2018,93.7
Shelly Beach,2018,95.5
Shoal Bay,2018,93.3
Shoalhaven Heads,2018,92.4
Singleton,2018,90.03333333
Smithfield,2018,91.6
Smithtown,2018,92.4
South Coogee,2018,93.4
South Grafton,2018,93.2
South Gundagai,2018,91.3
South Hurstville,2018,88.7
South Lismore,2018,95.4
South Penrith,2018,94.2
South Tamworth,2018,93.3
South West Rocks,2018,92.7
South Windsor,2018,91.8
Speers Point,2018,90.7
Spring Farm,2018,88.7
Springfield,2018,94.1
Springwood,2018,94
St Andrews,2018,95.5
St Clair,2018,92.56
St Helens Park,2018,91.1
St Ives,2018,93.02
St Johns Park,2018,92.2
St Marys,2018,89.83333333
St Peters,2018,92.4
Stanmore,2018,93.3
Stockton,2018,94
Strathfield,2018,92.36666667
Stroud,2018,94.5
Stuarts Point,2018,92.9
Summer Hill,2018,92.4
Surfside,2018,95.4
Surry Hills,2018,93.05
Sutherland,2018,90.35
Swansea,2018,87.9
Sydney,2018,92.7
Sylvania,2018,86.2
Tacoma,2018,95.6
Tahmoor,2018,94.35
Tamworth,2018,89.775
Taree,2018,92.25
Tarro,2018,95.45
Telegraph Point,2018,95.3
Temora,2018,91.3
Tempe,2018,93.7
Tenambit,2018,96.6
Tenterfield,2018,92.45
Terranora,2018,93.4
Terrey Hills,2018,94.65
Terrigal,2018,92.2
The Entrance,2018,93.1
The Ponds,2018,93.75
Thirlmere,2018,92.6
Thirroul,2018,95.7
Thornleigh,2018,93.4
Thornton,2018,94.2
Thurgoona,2018,95.1
Tighes Hill,2018,94.5
Timbumburi,2018,91.8
Tinonee,2018,91
Tintenbar,2018,95.1
Toongabbie,2018,93.23333333
Toormina,2018,94.9
Toronto,2018,93.7
Townsend,2018,93.8
Tregear,2018,82
Tuggerah,2018,84.6
Tumbarumba,2018,95.5
Tumbi Umbi,2018,92.9
Tuncurry,2018,93
Turramurra,2018,89.15
Tweed Heads South,2018,90.6
Uki,2018,91.9
Ultimo,2018,92.3
Unanderra,2018,87.9
Upper Main Arm,2018,91.6
Uralla,2018,90.4
Urunga,2018,94.3
Vacy,2018,93.1
Valentine,2018,91.7
Vaucluse,2018,96.3
Villawood,2018,93.1
Wadeville,2018,91.9
Wagga Wagga,2018,91.83333333
Wahroonga,2018,89.78
Waitara,2018,92
Wallacia,2018,84.9
Wallsend,2018,94.475
Wangi Wangi,2018,93.6
Waratah,2018,90.6
Warialda,2018,91.96666667
Warners Bay,2018,93.7
Warnervale,2018,93.75
Warrimoo,2018,92.15
Warwick Farm,2018,94.2
Wattle Grove,2018,94.5
Wauchope,2018,92.73333333
Waverley,2018,91.3
Wee Waa,2018,89.8
Wentworth Falls,2018,96.3
Wentworthville,2018,92.225
Werrington,2018,93.7
Werris Creek,2018,95.5
West Gosford,2018,91.1
West Kempsey,2018,92.8
West Pymble,2018,94.7
West Tamworth,2018,92.45
West Wallsend,2018,94.9
Westdale,2018,92.3
Westmead,2018,92.93333333
Weston,2018,93.8
Wetherill Park,2018,94
Whalan,2018,89.05
Wilberforce,2018,95.9
Wiley Park,2018,92
Willmot,2018,96.7
Willoughby,2018,95.7
Wilton,2018,92.4
Windale,2018,93.5
Wingham,2018,92.6
Winmalee,2018,94.7
Winston Hills,2018,92.85
Wollongbar,2018,91.3
Wollongong,2018,91.55
Wollongong West,2018,95.1
Woodberry,2018,92.8
Woodburn,2018,93.7
Woodenbong,2018,95
Woolgoolga,2018,93.2
Wooli,2018,93.9
Woollahra,2018,93.36666667
Woronora,2018,90.4
Woy Woy,2018,93.5
Wyee,2018,94.5
Wyoming,2018,91.1
Wyong,2018,93.4
Wyong Creek,2018,95.9
Yagoona,2018,92.8
Yamba,2018,90.7
Yass,2018,95.1
Yennora,2018,92.1
Young,2018,90.7
Yowie Bay,2018,95.9
Abbotsford,2019,94.3
Aberdeen,2019,90.3
Abermain,2019,92.7
Adamstown,2019,94.1
Albion Park,2019,91.3
Albury,2019,92.43333333
Allambie Heights,2019,90.5
Alstonville,2019,94.45
Ambarvale,2019,94.05
Annangrove,2019,91.7
Appin,2019,93.6
Arcadia,2019,92.4
Ariah Park,2019,87.1
Armidale,2019,91.95714286
Arncliffe,2019,93.33333333
Ashbury,2019,92.7
Ashcroft,2019,92.4
Ashfield,2019,95.5
Ashmont,2019,92.1
Ashtonfield,2019,88.8
Auburn,2019,91.375
Austinmer,2019,91.3
Austral,2019,92.4
Avalon Beach,2019,92.75
Avoca Beach,2019,94.8
Awaba,2019,91.9
Balgowlah,2019,91.7
Balgownie,2019,90.2
Ballina,2019,90.75
Balmain,2019,91.46666667
Balmain East,2019,91.3
Balranald,2019,90.8
Bangalow,2019,93.5
Bangor,2019,91.1
Bankstown,2019,91.13333333
Banora Point,2019,88.9
Baradine,2019,90.9
Barden Ridge,2019,93.2
Bardia,2019,93.3
Bargo,2019,92.6
Barham,2019,86.3
Barnsley,2019,80.5
Barooga,2019,90.9
Barraba,2019,94.1
Barrack Heights,2019,89.7
Bass Hill,2019,91.9
Bateau Bay,2019,91.55
Bathurst,2019,94.3
Batlow,2019,96.5
Baulkham Hills,2019,91.73333333
Beacon Hill,2019,88.6
Beaumont Hills,2019,93.9
Beecroft,2019,91.75
Beelbangera,2019,94.8
Bega,2019,90.35
Bellambi,2019,90.4
Bellbird,2019,89.7
Bellevue Hill,2019,91.8
Bellingen,2019,89
Belmont,2019,92.05
Belmont North,2019,90.6
Belmore,2019,92.75
Belrose,2019,93.4
Bemboka,2019,90.2
Berala,2019,93
Beresfield,2019,93
Berkeley,2019,92.05
Berkeley Vale,2019,93.6
Bermagui,2019,91
Berowra,2019,96.2
Berowra Heights,2019,93.2
Berrima,2019,93.6
Berry,2019,97.2
